id.exposure	id.outcome	exposure	outcome	snp_r2.exposure	snp_r2.outcome	correct_causal_direction	steiger_pval
CLSTN1	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	5.76187370493901e-06	TRUE	3.88706119261507e-179
CMBL	fa4z0e	Proteins	Bile.duct.cancer	0.0124257696199803	2.53158808907859e-07	TRUE	5.84561605347388e-30
CNDP1	fa4z0e	Proteins	Bile.duct.cancer	0.0596105069077545	1.79798286360395e-07	TRUE	3.79063683144652e-142
CNN1	fa4z0e	Proteins	Bile.duct.cancer	0.017990495142977	9.35600215896668e-08	TRUE	5.97371912579133e-43
CNP	fa4z0e	Proteins	Bile.duct.cancer	0.00483530774594598	1.70896304514685e-06	TRUE	3.08774214640812e-12
CNRIP1	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	7.3854865854919e-07	TRUE	1.33140806879295e-182
CNTFR	fa4z0e	Proteins	Bile.duct.cancer	0.0157540332112048	5.77125757638243e-07	TRUE	2.88330824547432e-113
COCH	fa4z0e	Proteins	Bile.duct.cancer	0.0520157585145813	3.68021213435971e-07	TRUE	2.02213982790676e-123
COL10A1	fa4z0e	Proteins	Bile.duct.cancer	0.0522955205236745	1.22013750463824e-05	TRUE	4.40878560507619e-121
COL15A1	fa4z0e	Proteins	Bile.duct.cancer	0.0243581552814075	2.56576206949136e-07	TRUE	2.99449932941328e-19
COL18A1	fa4z0e	Proteins	Bile.duct.cancer	0.0765354702720236	6.33275808260302e-08	TRUE	2.14030113908451e-184
COL2A1	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	3.86868081652719e-07	TRUE	3.17327810426507e-197
COL4A3BP	fa4z0e	Proteins	Bile.duct.cancer	0.00904692927537367	1.1873105250087e-07	TRUE	3.01547762006929e-22
COL6A1	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	8.12946232689759e-08	TRUE	1.13105101641328e-197
COL6A2	fa4z0e	Proteins	Bile.duct.cancer	0.0421536546308567	4.82477949828095e-07	TRUE	1.40894599861196e-99
COL6A3	fa4z0e	Proteins	Bile.duct.cancer	0.0148020826175317	9.4678217746376e-07	TRUE	3.46916874170094e-35
COL9A1	fa4z0e	Proteins	Bile.duct.cancer	0.0133486541935628	2.80131110650585e-08	TRUE	2.88828604620049e-32
COLEC10	fa4z0e	Proteins	Bile.duct.cancer	0.00634150869564798	8.51367247151336e-07	TRUE	8.34579468954305e-16
COLEC11	fa4z0e	Proteins	Bile.duct.cancer	0.241954675214327	5.02449398704094e-08	TRUE	4.54773303349065e-208
COLEC12	fa4z0e	Proteins	Bile.duct.cancer	0.00679105499504595	1.87817711108122e-06	TRUE	1.14885811380168e-16
CPA4	fa4z0e	Proteins	Bile.duct.cancer	0.241954675214327	1.01885814826662e-06	TRUE	1.81235375984668e-207
CPB1	fa4z0e	Proteins	Bile.duct.cancer	0.0292160186779993	3.49524559630811e-06	TRUE	5.44643421923383e-68
CPB2	fa4z0e	Proteins	Bile.duct.cancer	0.312475471383656	2.17664949890963e-07	TRUE	4.49884070689759e-88
CPLX1	fa4z0e	Proteins	Bile.duct.cancer	0.00141239013663483	1.14168706376554e-08	TRUE	1.36756484988964e-11
CPN2	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	4.94222127268934e-07	TRUE	4.06621197042662e-197
CPNE1	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	2.88717348463213e-07	TRUE	2.44881387630439e-197
CPOX	fa4z0e	Proteins	Bile.duct.cancer	0.00721964236499161	3.36284947363547e-08	TRUE	5.05466691241366e-53
CPQ	fa4z0e	Proteins	Bile.duct.cancer	0.0633998218050367	1.1264528172925e-05	TRUE	4.45352697602669e-148
CPZ	fa4z0e	Proteins	Bile.duct.cancer	0.0193436614419612	3.70729995524164e-07	TRUE	1.5876968934003e-15
CR1	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	2.02253344423745e-06	TRUE	3.66159594145783e-196
CRABP2	fa4z0e	Proteins	Bile.duct.cancer	0.0489095211857477	1.0874512281567e-06	TRUE	1.85060798878666e-115
CRAT	fa4z0e	Proteins	Bile.duct.cancer	0.00307903322194598	3.77786264118392e-07	TRUE	3.91391941607007e-23
CREG1	fa4z0e	Proteins	Bile.duct.cancer	0.0103420392632019	2.80043168541128e-10	TRUE	1.31124655386535e-75
CRELD1	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	7.47132621649468e-07	TRUE	6.66123464549605e-197
CRHBP	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	8.01441444987028e-08	TRUE	1.12405564458362e-197
CRISP2	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	2.385300770144e-07	TRUE	1.92771725028236e-183
CRLF1	fa4z0e	Proteins	Bile.duct.cancer	0.0207219538319526	2.4886925197596e-07	TRUE	1.29999872283246e-149
CROT	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	2.28932749142783e-07	TRUE	2.04500218813494e-197
CRP	fa4z0e	Proteins	Bile.duct.cancer	0.0143272493196422	1.72912273975395e-06	TRUE	6.58887080800775e-34
CRYBB1	fa4z0e	Proteins	Bile.duct.cancer	0.0355706308420318	1.13490194438137e-06	TRUE	1.3908611677649e-83
CRYGD	fa4z0e	Proteins	Bile.duct.cancer	0.0363429594231637	3.12761963843693e-06	TRUE	8.43114362079354e-85
CRYZ	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	2.12908479112076e-06	TRUE	4.09910440025925e-196
CSF2RB	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	4.83101450589665e-06	TRUE	1.36871074930335e-179
CSGALNACT2	fa4z0e	Proteins	Bile.duct.cancer	0.00528861793065947	1.75522302071335e-05	TRUE	3.25975629578554e-35
CSRP1	fa4z0e	Proteins	Bile.duct.cancer	0.00500399312566522	8.69851444219079e-08	TRUE	6.00858268330857e-13
CST1	fa4z0e	Proteins	Bile.duct.cancer	0.14957138114291	1.177732116063e-10	TRUE	7.12999422333758e-38
CST2	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	2.9025212508712e-06	TRUE	1.06425569672344e-180
CST3	fa4z0e	Proteins	Bile.duct.cancer	0.0635562190856946	2.42870633049188e-06	TRUE	1.54681471832735e-150
CST4	fa4z0e	Proteins	Bile.duct.cancer	0.053522796162728	7.91625689588261e-06	TRUE	9.6533993152323e-125
CSTB	fa4z0e	Proteins	Bile.duct.cancer	0.030002008897023	1.87390935132792e-07	TRUE	3.0050573006249e-186
CTRB1	fa4z0e	Proteins	Bile.duct.cancer	0.194886163779726	5.21305034718258e-10	TRUE	8.59445945486211e-162
CTSB	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	2.78623110826984e-08	TRUE	7.87324259668974e-198
CTSF	fa4z0e	Proteins	Bile.duct.cancer	0.0269614573513446	8.71069532836077e-08	TRUE	6.51981929596991e-64
CTSS	fa4z0e	Proteins	Bile.duct.cancer	0.161530745608965	7.22822052893653e-07	TRUE	5.7063172428333e-41
CX3CL1	fa4z0e	Proteins	Bile.duct.cancer	0.0108911580924389	3.88313365775377e-07	TRUE	2.29349115102888e-26
CXCL1	fa4z0e	Proteins	Bile.duct.cancer	0.420022190210364	8.84953303825544e-07	TRUE	1.37186148487641e-130
CXCL10	fa4z0e	Proteins	Bile.duct.cancer	0.0849627385287818	2.46080378575484e-06	TRUE	4.65702343494107e-21
CXCL11	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	9.35486422200193e-08	TRUE	1.20524239882628e-197
CXCL12	fa4z0e	Proteins	Bile.duct.cancer	0.00839912809937528	7.78571317552282e-06	TRUE	9.60211424940283e-20
CXCL16	fa4z0e	Proteins	Bile.duct.cancer	0.0171784133767193	1.04742133114987e-06	TRUE	1.23036255247025e-40
CXCL2_CXCL3	fa4z0e	Proteins	Bile.duct.cancer	0.00442064350291089	6.19163683748285e-07	TRUE	1.8902370968199e-11
CXCL5	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	7.07432254185689e-06	TRUE	1.58780241811501e-194
CXCL6	fa4z0e	Proteins	Bile.duct.cancer	0.356754868940953	7.78535278653576e-07	TRUE	2.20304819979474e-104
CYB5D2	fa4z0e	Proteins	Bile.duct.cancer	0.0639560600008388	1.97889803355215e-05	TRUE	3.55694279931692e-148
CYTL1	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	2.35239882288742e-06	TRUE	4.41469929300139e-181
DAPP1	fa4z0e	Proteins	Bile.duct.cancer	0.00484035191485479	7.8852072964668e-06	TRUE	8.83880791335162e-12
DARS	fa4z0e	Proteins	Bile.duct.cancer	0.00730335266706441	2.66496026105814e-06	TRUE	9.89346974552505e-18
DBI	fa4z0e	Proteins	Bile.duct.cancer	0.0514548764850135	2.47300848302105e-06	TRUE	4.69117469761625e-121
DCLK1	fa4z0e	Proteins	Bile.duct.cancer	0.0142554325990019	4.80032371010405e-06	TRUE	2.85163993072153e-33
DDT	fa4z0e	Proteins	Bile.duct.cancer	0.0193016970817428	6.05172429322871e-07	TRUE	1.06283164489566e-45
DDX19A	fa4z0e	Proteins	Bile.duct.cancer	0.00789443489146596	4.75415344215431e-07	TRUE	1.87972470983743e-19
DDX58	fa4z0e	Proteins	Bile.duct.cancer	0.0545046094886794	8.70089254679924e-07	TRUE	4.05656659659627e-129
DECR2	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	2.00827272881309e-06	TRUE	3.60588853421091e-196
DEF6	fa4z0e	Proteins	Bile.duct.cancer	0.0352364092983781	4.54675487438736e-07	TRUE	3.96789473353282e-83
DEFA5	fa4z0e	Proteins	Bile.duct.cancer	0.00466903661081339	7.87625075417571e-07	TRUE	5.46834969781997e-12
DEFB1	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	2.60503580321701e-06	TRUE	6.57524597433347e-196
DEFB104A_DEFB104B	fa4z0e	Proteins	Bile.duct.cancer	0.0148613673228169	1.24882092833707e-07	TRUE	2.83948947327751e-12
DGCR14	fa4z0e	Proteins	Bile.duct.cancer	0.0287494276912812	1.64372952033716e-06	TRUE	2.35920184623093e-67
DLD	fa4z0e	Proteins	Bile.duct.cancer	0.00449992408533501	8.25336000193883e-07	TRUE	1.35454184578017e-11
DLK1	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	2.56765606546674e-06	TRUE	6.34623306911354e-196
DLK2	fa4z0e	Proteins	Bile.duct.cancer	0.0107076294211786	1.54687591408923e-06	TRUE	1.93210169123123e-76
DNAJB11	fa4z0e	Proteins	Bile.duct.cancer	0.0146273538343109	2.50518429388957e-07	TRUE	4.81677901776167e-35
DNAJB12	fa4z0e	Proteins	Bile.duct.cancer	0.00567024014377863	2.94648767286569e-09	TRUE	1.43879176159561e-14
DNAJB4	fa4z0e	Proteins	Bile.duct.cancer	0.0216627670031279	1.09674668398985e-06	TRUE	5.28753116161365e-51
DNAJB6	fa4z0e	Proteins	Bile.duct.cancer	0.0187103356567984	3.98667836458714e-06	TRUE	1.41949535143772e-43
DNAJC10	fa4z0e	Proteins	Bile.duct.cancer	0.00578309750932183	3.79891711612111e-06	TRUE	3.56254273293766e-14
DNAJC30	fa4z0e	Proteins	Bile.duct.cancer	0.0396752404733294	1.78312484144679e-06	TRUE	1.91679957194682e-30
DPP7	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	7.48254700322353e-06	TRUE	1.99831097508618e-194
DPT	fa4z0e	Proteins	Bile.duct.cancer	0.0864601155694854	1.58591706098318e-06	TRUE	1.06224239652989e-66
DPY30	fa4z0e	Proteins	Bile.duct.cancer	0.00594144871035299	2.41284510496311e-07	TRUE	4.8419141712713e-15
DSCAM	fa4z0e	Proteins	Bile.duct.cancer	0.0220493165368492	5.37756878008092e-07	TRUE	4.10716363688433e-52
DTD1	fa4z0e	Proteins	Bile.duct.cancer	0.0511725006211454	3.09837104898059e-06	TRUE	3.5236598269942e-120
DTD2	fa4z0e	Proteins	Bile.duct.cancer	0.0139089460606589	3.95495390868346e-07	TRUE	2.57916149449411e-33
DTYMK	fa4z0e	Proteins	Bile.duct.cancer	0.00459928476766026	5.80744669545336e-06	TRUE	2.30944967996648e-11
DUSP13	fa4z0e	Proteins	Bile.duct.cancer	0.0435546461911337	1.13445628515795e-06	TRUE	1.92505153465894e-33
DUSP28	fa4z0e	Proteins	Bile.duct.cancer	0.0298458303913349	2.35957073053625e-09	TRUE	6.78592342734464e-71
DUT	fa4z0e	Proteins	Bile.duct.cancer	0.00142268440300607	4.16361846194655e-06	TRUE	1.21630570287597e-10
DYNLL2	fa4z0e	Proteins	Bile.duct.cancer	0.00116688289256699	8.56254971517893e-06	TRUE	1.7511612417323e-08
EBI3	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	7.33942365447717e-07	TRUE	1.31294327807554e-182
ECH1	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	1.11618031935943e-06	TRUE	1.19850538198819e-196
ECHS1	fa4z0e	Proteins	Bile.duct.cancer	0.00118056544018312	1.91806269069714e-06	TRUE	2.69883097273029e-09
ECI2	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	2.16609511181935e-06	TRUE	4.26015934077812e-196
ECM1	fa4z0e	Proteins	Bile.duct.cancer	0.368785670110889	5.12025274086221e-08	TRUE	2.64926190125607e-109
EFEMP1	fa4z0e	Proteins	Bile.duct.cancer	0.0275162593131605	1.12932682600505e-06	TRUE	1.23413714808123e-64
EFNA3	fa4z0e	Proteins	Bile.duct.cancer	0.00112498152015201	2.37489591017698e-06	TRUE	7.78776765787849e-09
EFS	fa4z0e	Proteins	Bile.duct.cancer	0.00466049287202211	8.26096067165546e-07	TRUE	5.8089623478981e-12
EGFLAM	fa4z0e	Proteins	Bile.duct.cancer	0.0189168322265317	1.94004579644499e-06	TRUE	8.29566362710059e-135
EGFR	fa4z0e	Proteins	Bile.duct.cancer	0.0068675165938242	4.30867654629685e-08	TRUE	2.80316402092947e-17
EGLN1	fa4z0e	Proteins	Bile.duct.cancer	0.0106679580717652	3.53960300004062e-06	TRUE	2.89616464969516e-25
ELANE	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	1.13141519313313e-06	TRUE	3.8515416179676e-182
ELMO1	fa4z0e	Proteins	Bile.duct.cancer	0.0146217086191644	1.99990187772716e-06	TRUE	1.57454434653009e-34
EMR2	fa4z0e	Proteins	Bile.duct.cancer	0.0422873140224175	7.96767756467595e-08	TRUE	5.04755383104867e-11
ENDOU	fa4z0e	Proteins	Bile.duct.cancer	0.0090856946705235	6.78723655304878e-09	TRUE	1.8869577671293e-22
ENGASE	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	1.74225182829922e-07	TRUE	1.69619167151403e-197
ENO3	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	7.38335164769323e-06	TRUE	1.98594381423341e-178
ENPEP	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	1.38907805449027e-07	TRUE	1.05420600523637e-183
ENPP5	fa4z0e	Proteins	Bile.duct.cancer	0.241954675214327	1.63579839822295e-06	TRUE	2.91203777073202e-207
ENPP6	fa4z0e	Proteins	Bile.duct.cancer	0.0064538542964642	9.54210279528635e-06	TRUE	2.78702048819123e-15
ENPP7	fa4z0e	Proteins	Bile.duct.cancer	0.241954675214327	2.58468138554624e-06	TRUE	5.19002817249943e-207
ENSA	fa4z0e	Proteins	Bile.duct.cancer	0.0080768371124882	2.10762272291542e-07	TRUE	5.76968692248054e-20
ENTHD2	fa4z0e	Proteins	Bile.duct.cancer	0.00946441634271076	4.85579522799492e-06	TRUE	2.16413248930164e-22
ENTPD1	fa4z0e	Proteins	Bile.duct.cancer	0.0108254388041984	1.09195871921098e-06	TRUE	5.14062006019384e-26
ENTPD5	fa4z0e	Proteins	Bile.duct.cancer	0.23702367917747	4.39608220804939e-07	TRUE	5.39864616913678e-63
EPB41	fa4z0e	Proteins	Bile.duct.cancer	0.0049948230474001	2.31610487068294e-08	TRUE	5.66950887855975e-13
EPHA1	fa4z0e	Proteins	Bile.duct.cancer	0.302867390958387	2.82461887460179e-07	TRUE	1.13214890550959e-84
EPHA10	fa4z0e	Proteins	Bile.duct.cancer	0.00778566345692711	8.02335649652179e-06	TRUE	2.36821487082361e-18
EPHA4	fa4z0e	Proteins	Bile.duct.cancer	0.00927214932074214	4.83220406712091e-07	TRUE	1.30094869253788e-22
EPHB1	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	3.46243686672668e-08	TRUE	3.97828144344684e-184
EPHB2	fa4z0e	Proteins	Bile.duct.cancer	0.0551716215448532	3.50453880117676e-07	TRUE	1.94332701618202e-42
EPHB6	fa4z0e	Proteins	Bile.duct.cancer	0.056747044709272	1.65998525325923e-05	TRUE	3.70621252964485e-131
EPO	fa4z0e	Proteins	Bile.duct.cancer	0.00194929543658182	8.44928305185284e-06	TRUE	9.84238260987366e-14
ERAP1	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	2.07151243794551e-06	TRUE	3.85798211697879e-196
ERAP2	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	1.73834685194984e-07	TRUE	1.69376194894408e-197
ERLEC1	fa4z0e	Proteins	Bile.duct.cancer	0.0148613673228169	3.89577496547607e-06	TRUE	5.47078873540172e-12
ERN1	fa4z0e	Proteins	Bile.duct.cancer	0.00731865580314645	2.6246194835577e-07	TRUE	3.35771360704183e-18
ERO1B	fa4z0e	Proteins	Bile.duct.cancer	0.0731650580576928	1.18283169172881e-05	TRUE	2.62339428504339e-55
ERO1LB	fa4z0e	Proteins	Bile.duct.cancer	0.00545255928886274	2.56582072175409e-06	TRUE	1.52245274542555e-13
ESAM	fa4z0e	Proteins	Bile.duct.cancer	0.04963890608143	2.06456773268254e-07	TRUE	8.05431923052346e-118
ESD	fa4z0e	Proteins	Bile.duct.cancer	0.207481222141402	2.61632139034961e-06	TRUE	7.33999924814064e-54
ETFA	fa4z0e	Proteins	Bile.duct.cancer	0.0585249361520601	2.90400095029953e-06	TRUE	4.62362056754522e-138
EVA1C	fa4z0e	Proteins	Bile.duct.cancer	0.0142561761963519	2.84762751696284e-07	TRUE	8.51439270634626e-12
EVL	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	2.62068247999144e-06	TRUE	6.67303758043811e-196
F11	fa4z0e	Proteins	Bile.duct.cancer	0.101651285734829	1.04318797055711e-05	TRUE	6.01694822173729e-25
F13B	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	4.38046513533639e-07	TRUE	3.58502588443259e-197
F2	fa4z0e	Proteins	Bile.duct.cancer	0.0190463308207193	6.73688032702759e-07	TRUE	4.42036567055657e-45
F5	fa4z0e	Proteins	Bile.duct.cancer	0.101332338711995	1.53879568266912e-06	TRUE	3.75612769435882e-25
F7	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	7.44709382744337e-06	TRUE	1.95929911462961e-194
FABP4	fa4z0e	Proteins	Bile.duct.cancer	0.00183778512983288	5.92629495168501e-07	TRUE	2.14404312169147e-12
FAH	fa4z0e	Proteins	Bile.duct.cancer	0.153367866553947	2.91275580434725e-07	TRUE	2.08997075073885e-123
FAHD1	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	1.19583189723547e-05	TRUE	1.79129120041841e-193
FAIM	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	3.162455878527e-06	TRUE	1.08525021712006e-195
FAIM3	fa4z0e	Proteins	Bile.duct.cancer	0.0052937294538701	7.31544316462635e-07	TRUE	1.39549042786011e-38
FAM151A	fa4z0e	Proteins	Bile.duct.cancer	0.0308914464485359	2.12298580862598e-06	TRUE	7.3247661393025e-24
FAM162A	fa4z0e	Proteins	Bile.duct.cancer	0.011060867687411	1.4700660832127e-05	TRUE	3.04614061930094e-25
FAM171B	fa4z0e	Proteins	Bile.duct.cancer	0.0380736753109569	1.30874553167861e-05	TRUE	1.31845397024932e-28
FAM172A	fa4z0e	Proteins	Bile.duct.cancer	0.00704519606596517	1.43461305897981e-06	TRUE	2.60804264010841e-17
FAM177A1	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	3.91366475621269e-07	TRUE	3.20849146847622e-197
FAM20A	fa4z0e	Proteins	Bile.duct.cancer	0.0237808965574099	6.98079851472686e-07	TRUE	9.4782730914842e-19
FAM20B	fa4z0e	Proteins	Bile.duct.cancer	0.00638532586171939	2.04150172896135e-06	TRUE	1.01045653292399e-15
FAM3D	fa4z0e	Proteins	Bile.duct.cancer	0.0298622679445817	4.65214890101099e-07	TRUE	1.96508562592229e-70
FAS	fa4z0e	Proteins	Bile.duct.cancer	0.0729565236025962	8.84772498770792e-06	TRUE	5.0386847629522e-172
FASN	fa4z0e	Proteins	Bile.duct.cancer	0.0319100799624877	1.10320799623301e-07	TRUE	1.52619446534672e-75
FBLN1	fa4z0e	Proteins	Bile.duct.cancer	0.0149770039233078	5.27027935487569e-08	TRUE	5.28778097785001e-36
FBLN5	fa4z0e	Proteins	Bile.duct.cancer	0.00540887431925637	1.39277547019997e-05	TRUE	9.51099650958645e-13
FBP2	fa4z0e	Proteins	Bile.duct.cancer	0.0193657721289678	5.81194689981697e-06	TRUE	8.04343614288919e-45
FCGR2A	fa4z0e	Proteins	Bile.duct.cancer	0.241954675214327	3.8018308333846e-07	TRUE	9.07801566196316e-208
FCGR2A_FCGR2B	fa4z0e	Proteins	Bile.duct.cancer	0.462573829642047	2.40147751593588e-07	TRUE	1.37095078536183e-150
FCGR2B	fa4z0e	Proteins	Bile.duct.cancer	0.241954675214327	2.4848494834675e-07	TRUE	7.37338925941053e-208
FCGR3B	fa4z0e	Proteins	Bile.duct.cancer	0.114382518051132	2.95116617312998e-07	TRUE	1.48537241691432e-28
FCN1	fa4z0e	Proteins	Bile.duct.cancer	0.135610173808679	1.94031592624619e-06	TRUE	2.05864751266816e-107
FCN2	fa4z0e	Proteins	Bile.duct.cancer	0.158832833440783	3.55851326717363e-06	TRUE	0
FCRL4	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	2.75425936916473e-06	TRUE	8.47125853264139e-181
FER	fa4z0e	Proteins	Bile.duct.cancer	0.0062661262778822	1.47856706362731e-08	TRUE	6.37031196155303e-16
FGA_FGB_FGG	fa4z0e	Proteins	Bile.duct.cancer	0.0113539619829249	9.86277982399886e-07	TRUE	2.98326348628728e-27
FGF7	fa4z0e	Proteins	Bile.duct.cancer	0.0155220687060721	9.7657954450413e-08	TRUE	9.10384755252355e-13
FGFBP3	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	6.6255913484722e-07	TRUE	1.05120008925894e-182
FGFR1	fa4z0e	Proteins	Bile.duct.cancer	0.00675721308842784	2.66195509218367e-06	TRUE	1.71450354325174e-16
FGFR3	fa4z0e	Proteins	Bile.duct.cancer	0.00966688711497073	2.19588966603857e-07	TRUE	3.92395329299748e-70
FGG	fa4z0e	Proteins	Bile.duct.cancer	0.00674442687821569	7.33018522264545e-07	TRUE	7.571787813472e-49
FGL1	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	2.01192039144497e-06	TRUE	2.42829213653428e-181
FH	fa4z0e	Proteins	Bile.duct.cancer	0.0121483166085039	1.49335884691915e-06	TRUE	5.83927764961046e-29
FIS1	fa4z0e	Proteins	Bile.duct.cancer	0.0334784210727202	4.80649417327776e-08	TRUE	2.39019025009802e-79
FJX1	fa4z0e	Proteins	Bile.duct.cancer	0.0242630986795614	3.92711674273481e-07	TRUE	2.38388030231548e-57
FKBP1B	fa4z0e	Proteins	Bile.duct.cancer	0.0500909025651746	3.34628195337551e-06	TRUE	1.67166101709558e-117
FKBP4	fa4z0e	Proteins	Bile.duct.cancer	0.00470330324117395	1.20976980635864e-06	TRUE	5.31720349522133e-12
FLII	fa4z0e	Proteins	Bile.duct.cancer	0.015910940453879	2.74718830356735e-07	TRUE	5.34050187866465e-38
FLRT3	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	3.66947771177355e-06	TRUE	1.64899201858193e-195
FMOD	fa4z0e	Proteins	Bile.duct.cancer	0.0118358503122185	7.75082964402512e-06	TRUE	1.76035499307044e-27
FN1	fa4z0e	Proteins	Bile.duct.cancer	0.197322754079126	2.09363669084097e-07	TRUE	3.89854624482864e-51
FOLH1	fa4z0e	Proteins	Bile.duct.cancer	0.0235460436628319	2.28669870490526e-06	TRUE	4.66793636413701e-55
FRZB	fa4z0e	Proteins	Bile.duct.cancer	0.112797923091796	9.04845292087453e-06	TRUE	8.89687147070917e-28
FST	fa4z0e	Proteins	Bile.duct.cancer	0.00464529964508574	1.33082338950809e-09	TRUE	5.43637677552695e-30
FSTL1	fa4z0e	Proteins	Bile.duct.cancer	0.0470324059861261	6.33167150252043e-07	TRUE	3.47286746165854e-111
FSTL3	fa4z0e	Proteins	Bile.duct.cancer	0.00472573915279884	4.14799570578002e-06	TRUE	9.23160787650082e-12
FTCD	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	3.62268236435946e-07	TRUE	3.48331554993549e-183
FUT10	fa4z0e	Proteins	Bile.duct.cancer	0.0253714776853766	2.75066274253685e-06	TRUE	8.42385508542082e-181
FUT3	fa4z0e	Proteins	Bile.duct.cancer	0.241954675214327	1.48605188714501e-06	TRUE	2.62066406504843e-207
FUT5	fa4z0e	Proteins	Bile.duct.cancer	0.150016315825188	4.34453067429437e-06	TRUE	1.50720661963139e-119
FUT8	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	4.54400834000592e-07	TRUE	3.72187546377148e-197
GAA	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	1.34712721685564e-06	TRUE	1.64766258633236e-196
GALNT13	fa4z0e	Proteins	Bile.duct.cancer	0.00128938745686326	6.45446556411304e-08	TRUE	1.25512753330287e-10
GALNT16	fa4z0e	Proteins	Bile.duct.cancer	0.0114269584244142	1.41099992799531e-05	TRUE	8.06107275044692e-78
GALP	fa4z0e	Proteins	Bile.duct.cancer	0.015296086368831	8.53616584381892e-07	TRUE	1.71866553777237e-12
GAS1	fa4z0e	Proteins	Bile.duct.cancer	0.00284981772704555	3.32717712903833e-07	TRUE	1.54010497118219e-21
GATM	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	1.23313251192699e-06	TRUE	1.41340526569456e-196
GBP1	fa4z0e	Proteins	Bile.duct.cancer	0.0103876061590093	2.80953654716298e-06	TRUE	1.01079721220681e-24
GC	fa4z0e	Proteins	Bile.duct.cancer	0.0128607067083479	6.94645295225243e-08	TRUE	4.36226065026372e-31
GCDH	fa4z0e	Proteins	Bile.duct.cancer	0.0124012742571229	3.85881938817683e-06	TRUE	3.62860879731866e-29
GCKR	fa4z0e	Proteins	Bile.duct.cancer	0.0526182471251084	2.04032981397468e-07	TRUE	4.78782496217349e-125
GCLM	fa4z0e	Proteins	Bile.duct.cancer	0.00647511434133699	1.85388558566394e-06	TRUE	5.96932209403177e-16
GFRA2	fa4z0e	Proteins	Bile.duct.cancer	0.0780371006868737	3.37229357453108e-07	TRUE	1.69672113542175e-19
GFRAL	fa4z0e	Proteins	Bile.duct.cancer	0.0304641859840766	2.70361420139108e-06	TRUE	4.37962535078436e-71
GGH	fa4z0e	Proteins	Bile.duct.cancer	0.0818129490247049	3.19027851357283e-06	TRUE	1.11138453749507e-195
GGPS1	fa4z0e	Proteins	Bile.duct.cancer	0.0152904588321828	1.30157658216621e-07	TRUE	1.1772084384821e-36
GHR	fa4z0e	Proteins	Bile.duct.cancer	0.0128937177554463	2.02233322314046e-07	TRUE	2.93376031652221e-93
GIF	fa4z0e	Proteins	Bile.duct.cancer	0.0147610209100247	3.87672383451573e-06	TRUE	4.5140749317523e-104
